"Response ID","Time Started","Date Submitted","Status","Legacy Comments","Comments","Language","Referer","Extended Referer","SessionID","User Agent","Extended User Agent","Tags","Firefox Version","Default Browser","Search Engine","Sync Setup","Shield ID","Branch","Familiar:Reasonsboxes","Independent from big companies:Reasonsboxes","Recommended by a friend:Reasonsboxes","Customizable:Reasonsboxes","Different from the usual:Reasonsboxes","Open-source:Reasonsboxes","Friendly:Reasonsboxes","Fast at loading pages:Reasonsboxes","Popular:Reasonsboxes","Stable- doesn’t crash:Reasonsboxes","Loved by the tech press:Reasonsboxes","Cool:Reasonsboxes","Easy to find on my computer:Reasonsboxes","Simple to use:Reasonsboxes","Full of features:Reasonsboxes","Secure:Reasonsboxes","Private:Reasonsboxes","Efficient:Reasonsboxes","Socially responsible:Reasonsboxes","Has a good reputation:Reasonsboxes","On my side:Reasonsboxes","Something I've been using for years:Reasonsboxes","Distinctive:Reasonsboxes","New Hidden Value","Loyal:Affect","Admiring:Affect","Friendly:Affect","Enthusiastic:Affect","Hooked:Affect","Disgusted:Affect","Frustrated:Affect","Unsatisfied:Affect","Annoyed:Affect","Turned off:Affect","Used an online encyclopedia such as Wikipedia:TasksA","Checked the weather online:TasksA","Visited a group-buying / deal site such as Groupon:TasksA","Watched a vlog:TasksA","Visited an online retail site or store such as Amazon:TasksA","Made a phone call over the internet:TasksA","Listened to an online radio station / service:TasksA","Uploaded / shared a video:TasksA","Used a music-streaming service:TasksA","Used an online dating service:TasksA","Listened to or watched a podcast:TasksA","Used a price comparison service:TasksA","Visited / used a blogging service:TasksA","Used voice search or voice command tools (e.g. Siri, Cortana):TasksA","Posted a comment in a forum:TasksA","Visited a job / recruitment site:TasksA","Visited a business news website:TasksA","Used a chat or instant messaging service:TasksA","I have not done any of these tasks in the last 7 days:TasksA","Visited a travel / vacation website:TasksB","Used a search engine:TasksB","Purchased a product online:TasksB","Used a map or directions service:TasksB","Read or sent an email:TasksB","Posted a review of a product, company or service:TasksB","Visited / used a social network:TasksB","Visited an online casino, gambling, betting or lottery service:TasksB","Used website to order take-away food for delivery:TasksB","Watched sports coverage or highlights online:TasksB","Sold a product online:TasksB","Uploaded / shared a photo:TasksB","Used an internet banking service:TasksB","Visited an online auction site:TasksB","Watched a video clip or visited a video-sharing site:TasksB","Visited a news website:TasksB","Searched for a product or service you want to buy:TasksB","Used a chat or instant messaging service:TasksB","I have not done any of these tasks in the last 7 days:TasksB","Opensource:Shared Values","Independant:Shared Values","NetNeutrality:Shared Values","Available:Shared Values","Privacy:Shared Values","workhours","nonworkhours","primaryness"
"1811","Sep 17, 2018 11:58:56 am","Sep 17, 2018 12:02:03 pm","Complete","","","English","","","1537210736_5b9ff9700196a6.94419773","","","","62.0","0","google-2018","0","c318c53b-bd62-488a-98fa-474c711160ba","","","","Recommended","","","","","Fast","","Stable","","","","Simple","","Secure","","","","","","Been using for years","","09/17/2018","1","2","1","1","0","1","2","0","1","2","","","","","","","","","","","","","","","","","","","57","","2","","","5","","","","","","","","13","","15","","","","","0","0","2","4","4","0","6","FF secondary"
"1812","Sep 17, 2018 12:00:03 pm","Sep 17, 2018 12:04:12 pm","Complete","","","English","","","1537210803_5b9ff9b30c4ac0.24049790","","","","62.0","1","google-2018","0","1130453f-f5e9-4466-a9fa-e50fa1fe84ee","","","","","Customizable","","","","Fast","","Stable","","","","Simple","","","","Efficient","","","","Been using for years","","09/17/2018","1","1","2","1","1","0","1","0","0","0","39","","","","43","","","","","","","","","","","","","","","","2","","","5","","7","","","","","12","","","","","17","","","0","0","0","3","4","2","1","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1813","Sep 17, 2018 12:05:29 pm","Sep 17, 2018 12:10:10 pm","Complete","","","English","","","1537211129_5b9ffaf900e6f1.90902965","","","","62.0","0","google-2018","0","2934ab85-7938-4aea-aee9-d00eeea563f5","","","","","Customizable","","","","","","","","","Easy to find","Simple","","","","Efficient","","","","","","09/17/2018","2","3","3","2","2","0","0","0","0","0","39","","","","43","","","","","","","50","","","","54","55","","","1","","3","4","5","","","","","10","","","13","","","","","","","0","4","4","4","4","0","4","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1814","Sep 17, 2018 12:10:39 pm","Sep 17, 2018 12:16:43 pm","Complete","","","English","","","1537211438_5b9ffc2ee86014.08705123","","","","62.0","1","null","0","c92e397c-2738-4545-9444-cf71461ab30a","","","Independent","","","Different","","Friendly","Fast","","Stable","","","Easy to find","Simple","","Secure","Private","Efficient","","Good reputation","On my side","Been using for years","","09/17/2018","3","0","2","1","2","0","0","0","0","0","","","","42","","","","","","","","","","","","","55","","","","2","","","5","","7","","","10","","","","","","","","","","3","4","3","4","4","0","2","FF only"
"1815","Sep 17, 2018 12:13:03 pm","Sep 17, 2018 12:15:54 pm","Partial","","","English","","","1537211583_5b9ffcbf49adf2.54608130","","","","62.0","1","google-2018","0","d08640d8-6efe-1540-96a3-1881b972afe1","","","","","","","","","Fast","","Stable","","","","","","","Private","Efficient","","","","","","09/17/2018","2","2","2","1","0","0","1","2","1","0","39","40","","42","43","","","","","","","","51","","","","","","","","","","","","","","","","","","","","","","","","","19","4","2","3","3","3","4","4",""
"1816","Sep 17, 2018 12:12:42 pm","Sep 17, 2018 12:26:47 pm","Complete","","","English","","","1537211562_5b9ffcaa93a226.28401329","","","","62.0","1","google-2018","0","8aa6d6fa-bbd2-4a84-b42e-f2267e355422","","","","","","","","","Fast","","Stable","","","","","","","","Efficient","","","","","Distinctive","09/17/2018","3","0","2","2","2","0","0","0","0","0","39","40","","","43","","","","","","49","","","","","","","","","1","2","3","4","5","","7","","","","","","13","","","","17","","","","","0","3","4","8","2","FF only"
"1817","Sep 17, 2018 12:23:52 pm","Sep 17, 2018 12:29:16 pm","Complete","","","English","","","1537212232_5b9fff48297fc8.25994346","","","","61.0.2","0","google-2018","0","07b4e808-ec7a-4b8d-ae76-e10793e410db","","","","","","","","","","","","","","","","","Secure","Private","","Socially responsible","","On my side","","","09/17/2018","3","2","3","2","2","0","0","0","1","0","39","40","","","43","","45","","","","49","","","","","","","","","","2","3","","5","","","","","","","","13","","15","16","17","","","4","4","4","4","4","5.0","3.4","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1818","Sep 17, 2018 12:34:15 pm","Sep 17, 2018 12:38:56 pm","Complete","","","English","","","1537212855_5ba001b7ba1206.58272243","","","","61.0.2","1","google-2018","1","820fcaf0-616b-4d75-8add-7a1d7de84791","","","Independent","","","","Opensource","","Fast","","Stable","","","","Simple","","Secure","","Efficient","","Good reputation","On my side","Been using for years","","09/17/2018","3","0","2","1","0","0","0","0","0","0","39","40","","","43","","","","","","","","","","","","","","","","2","3","4","5","","","8","","","","","13","","15","16","17","","","4","2","4","4","4","0","3","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1819","Sep 17, 2018 12:36:21 pm","Sep 17, 2018 12:38:01 pm","Partial","","","English","","","1537212981_5ba002350fddf0.66952788","","","","62.0","1","google-2018","0","62234885-76f5-45c1-b39b-c1ee6bb80f53","","","","","","","","","Fast","","Stable","","","","","","Secure","Private","","","Good reputation","","","","09/17/2018","3","3","3","3","3","0","0","0","0","0","","","","","","","","","","","","","","","","","","","57","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1820","Sep 17, 2018 12:36:48 pm","Sep 17, 2018 12:38:42 pm","Partial","","","English","","","1537213008_5ba00250335934.13498548","","","","62.0","1","google-2018","0","520e5c1b-fec6-4bbf-83de-4c244f4e8309","","","","","Customizable","","","Friendly","Fast","","Stable","","","Easy to find","Simple","Full of features","Secure","Private","Efficient","","","On my side","","","09/17/2018","0","0","2","1","0","0","1","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1821","Sep 17, 2018 12:43:46 pm","Sep 17, 2018 12:56:45 pm","Complete","","","English","","","1537213426_5ba003f2641a38.22081150","","","","62.0","1","ddg","1","f47fd5b2-0206-7d4f-b530-15bf367ff74a","","","Independent","","Customizable","","","","Fast","","Stable","","","","","Full of features","Secure","Private","","","","On my side","","","09/17/2018","2","","3","3","0","0","0","0","0","0","","","","","43","","","","","","49","50","","","","","55","56","","","2","3","4","5","6","","","","","","","13","","","","17","","","4","4","4","4","4","4","4","FF only"
"1822","Sep 17, 2018 12:44:26 pm","Sep 17, 2018 12:47:04 pm","Partial","","","English","","","1537213466_5ba0041ab949a6.31332261","","","","62.0","0","google","0","994690a3-0b4e-4518-95a5-f613a70a2575","","","","","","","Opensource","","Fast","Popular","Stable","","","","","","Secure","Private","Efficient","","","","","","09/17/2018","2","2","2","2","1","0","1","2","2","0","39","","","42","43","","45","","","","49","","","","","","55","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1823","Sep 17, 2018 7:06:54 am","Sep 17, 2018 1:06:21 pm","Complete","","","English","","","1537193214_5b9fb4fe8e75b4.36402872","","","","62.0","1","bing","1","0628a46b-0179-41f6-9f9a-fa9e6ef29126","","","Independent","","Customizable","Different","","","Fast","","Stable","","","","Simple","","Secure","Private","","","Good reputation","On my side","Been using for years","","09/17/2018","2","1","2","2","1","0","0","0","0","0","39","40","","42","43","44","","46","47","","","","51","","53","54","55","56","","","2","3","4","5","","7","","","10","","12","13","","15","16","17","","","4","3","4","4","4","0","2","FF secondary"
"1824","Sep 17, 2018 12:48:03 pm","Sep 17, 2018 12:51:03 pm","Complete","","","English","","","1537213683_5ba004f3113002.85854779","","","","62.0","1","google-2018","0","53327463-ed3b-41c4-9c71-773425b875f0","","","","","Customizable","","","","Fast","","","","","","","Full of features","Secure","","Efficient","","Good reputation","","","","09/17/2018","0","1","1","1","0","0","0","1","0","0","39","40","","42","43","44","","","47","","","","","","","","55","56","","","2","3","4","5","","","","","10","","","13","14","15","","17","","","3","2","3","4","4","8","3","FF secondary"
"1825","Sep 17, 2018 12:52:54 pm","Sep 17, 2018 12:56:25 pm","Complete","","","English","","","1537213974_5ba00616c101c7.66995421","","","","62.0","0","google-2018","0","9f5d88f6-ca86-47d6-ac90-973795ea5477","","","","","","","Opensource","","Fast","","Stable","","","","","","Secure","Private","Efficient","","","","","","09/17/2018","3","3","3","3","3","0","0","0","0","0","","40","","42","43","44","45","","47","48","49","","51","","53","","55","56","","","2","3","4","5","","7","","","","","","13","","15","16","17","","","4","0","4","4","4","4","5","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1826","Sep 17, 2018 12:54:34 pm","Sep 17, 2018 12:59:18 pm","Complete","","","English","","","1537214073_5ba00679eb3049.19192389","","","","62.0","1","bing","0","b282dd0a-dfb6-3d4b-8094-16649f838690","","","Independent","","","","","","","","Stable","","","","Simple","","Secure","Private","","","","","","","09/17/2018","3","2","3","2","0","0","0","0","0","0","","40","","","43","","","","","","","","","","","","","","","","2","3","4","5","","","","","10","","","13","","","","17","","","4","4","3","4","4","0","2","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1827","Sep 17, 2018 1:00:42 pm","Sep 17, 2018 1:10:12 pm","Complete","","","English","","","1537214442_5ba007ea79ba60.27120405","","","","62.0","1","null","0","2c68f37f-57c9-4ecf-a63a-18b1806f929a","","","","","","","","","Fast","","","","","","","","Secure","Private","Efficient","","","","","","09/17/2018","3","0","3","0","0","0","0","0","0","0","","","","","43","","","","47","","","","","","","","55","","","1","","3","","5","","","","","","","","13","","","","17","","","3","3","3","3","3","0","1","FF only"
"1828","Sep 17, 2018 1:17:59 pm","Sep 17, 2018 1:19:14 pm","Partial","","","English","","","1537215479_5ba00bf7688eb2.36522480","","","","62.0","1","google-2018","1","63bfaddc-0379-426e-9e9d-ef105c78e2ac","","","Independent","Recommended","Customizable","","","","Fast","","Stable","","","","Simple","","Secure","Private","","","Good reputation","","","","09/17/2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1829","Sep 17, 2018 1:21:09 pm","Sep 17, 2018 1:21:56 pm","Partial","","","English","","","1537215669_5ba00cb5541628.81444271","","","","62.0","1","google-2018","0","52f3f359-0f8d-4c06-9b8a-748e95d3adee","","","","","Customizable","","","","","","Stable","","","","Simple","","Secure","","Efficient","","","","Been using for years","","09/17/2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1830","Sep 17, 2018 1:27:30 pm","Sep 17, 2018 1:29:51 pm","Partial","","","English","","","1537216050_5ba00e324a7973.25191058","","","","62.0","1","null","0","2853760d-30ea-4f39-b434-78fea6913591","","","","","Customizable","","","Friendly","","Popular","","","","","Simple","","Secure","Private","","Socially responsible","Good reputation","","","","09/17/2018","3","0","3","3","0","0","0","0","0","3","39","","","","","","","","","","","50","","","53","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1831","Sep 17, 2018 1:30:29 pm","Sep 17, 2018 1:37:10 pm","Complete","","","English","","","1537216229_5ba00ee5866383.10245140","","","","61.0.2","1","google-2018","0","bea2faf6-8955-4c7f-9bd5-e4fe8ea3a8c3","","","","Recommended","","","","","Fast","","Stable","","","","Simple","","Secure","","","","Good reputation","On my side","","","09/17/2018","1","3","3","2","0","0","0","0","0","0","","","","","43","","","","47","","","","","","","54","","56","","","2","3","4","","","7","","","","","","13","","","","17","","","4","4","4","4","4","0","0","FF secondary"
"1832","Sep 17, 2018 1:45:47 pm","Sep 17, 2018 1:51:25 pm","Complete","","","English","","","1537217147_5ba0127b953b92.26618081","","","","61.0.2","1","google-2018","1","41c26284-db85-44ae-a7a4-6ceb36480a89","","","","","","Different","Opensource","Friendly","Fast","","Stable","","","","","","Secure","","Efficient","","","","","","09/17/2018","2","1","2","1","1","0","1","2","0","","","40","","","43","","","","","","49","","","","","","55","56","","","2","3","4","5","6","","","","","11","12","","14","","","17","","","4","3","2","4","2","1","1","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1833","Sep 17, 2018 2:03:18 pm","Sep 17, 2018 2:21:56 pm","Complete","","","English","","","1537218198_5ba016960e4e76.86220977","","","","62.0","1","google-2018","0","6b382f94-31a0-4c1c-afff-46b622ac9d0f","","","Independent","","","","Opensource","Friendly","Fast","","Stable","","","","","Full of features","Secure","","Efficient","","Good reputation","On my side","","","09/17/2018","2","1","2","2","0","0","0","0","0","0","39","40","","42","43","","45","46","47","","49","50","51","","53","","55","56","","1","2","3","4","5","","7","","9","","","12","13","","15","16","17","","","4","4","4","4","4","0","0","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1834","Sep 17, 2018 2:03:47 pm","Sep 17, 2018 2:09:05 pm","Complete","","","English","","","1537218227_5ba016b387cb81.43125678","","","","62.0","1","google-2018","0","38b426f6-1093-494b-b9a1-5821fe0623b5","","","","","Customizable","","","","","","Stable","","","","Simple","","Secure","","Efficient","","Good reputation","","","","09/17/2018","3","","2","3","2","0","0","0","0","0","","40","","","43","","45","","47","","","","","","","","","","","1","2","","4","5","","","","","","","","","14","","","17","","","3","2","3","4","4","0","3","FF only"
"1835","Sep 17, 2018 2:08:58 pm","Sep 17, 2018 2:09:24 pm","Partial","","","English","","","1537218538_5ba017ea2265c8.80705112","","","","62.0","0","google-2018","1","785398d6-b9ba-4a73-898f-88f12f1755bd","","","","","Customizable","","","","","","Stable","","","","","Full of features","Secure","Private","Efficient","","","","","","09/17/2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1836","Sep 17, 2018 2:12:16 pm","Sep 17, 2018 2:13:25 pm","Partial","","","English","","","1537218736_5ba018b08312f5.22568809","","","","61.0.2","0","google-2018","0","695d500f-48c3-4686-b32c-19b5931475f0","","","","","Customizable","","","Friendly","Fast","Popular","","","","Easy to find","Simple","Full of features","Secure","","Efficient","Socially responsible","Good reputation","On my side","","","09/17/2018","3","2","3","3","2","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1837","Sep 17, 2018 2:35:52 pm","Sep 17, 2018 2:42:04 pm","Complete","","","English","","","1537220151_5ba01e37e77031.79596610","","","","61.0.2","1","null","1","7f03dc09-6b6d-c147-8ea9-743fbc548dd2","","","Independent","","","","","","Fast","","Stable","","","","","","Secure","Private","Efficient","Socially responsible","","","","Distinctive","09/17/2018","3","2","3","1","2","0","0","0","0","0","","","","","43","44","45","","47","","","","51","","53","","55","","","1","2","3","4","5","","7","","","","","","","","15","16","17","","","4","4","4","4","4","5","2","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1838","Sep 17, 2018 2:45:12 pm","Sep 17, 2018 2:46:00 pm","Partial","","","English","","","1537220712_5ba020684e0455.34583051","","","","62.0","1","google-2018","0","713f370d-12d6-44f2-9314-377e559092c1","","","","","","","","","","","","","","","","","","","","","","","","","09/17/2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1839","Sep 17, 2018 2:50:50 pm","Sep 17, 2018 3:01:29 pm","Complete","","","English","","","1537221049_5ba021b9e11a74.15425651","","","","62.0","1","ddg","0","d236ec59-1975-43c4-a617-56f03e732554","","","Independent","","","","","","Fast","","","","","","","","Secure","Private","","","","","","","09/17/2018","3","","2","2","","0","0","0","0","0","","","","","","","","","","","49","","","","","54","","","","","2","","4","5","","7","","","","","","13","","","","17","","","0","3","","4","4","0","2","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1840","Sep 17, 2018 3:03:32 pm","Sep 17, 2018 3:06:53 pm","Complete","","","English","","","1537221812_5ba024b4494f82.77651554","","","","62.0","0","google","0","e68c7ab2-9b39-452f-b238-a1944827cf86","","","","","","","","","Fast","Popular","","","","","Simple","","","","","","Good reputation","","","","09/17/2018","2","2","2","2","2","0","0","0","0","0","","","","","","","","","","","","","","","","","","","57","","","","","","","","","","","","","","","","","","","","0","2","0","4","4","1","1","FF only"
"1841","Sep 17, 2018 3:17:36 pm","Sep 17, 2018 3:22:38 pm","Complete","","","English","","","1537222656_5ba028004d0f71.88976280","","","","62.0","1","google","1","989d2c72-6a24-410f-8dde-cd3cea81a81f","","","Independent","","","","","","","","","","","","","Full of features","","","","","Good reputation","","Been using for years","","09/17/2018","3","2","2","3","3","0","0","0","0","0","39","","","","43","","","46","","","","","","","","","55","56","","","2","3","","5","","","","","10","","","13","","15","16","17","","","2","4","4","4","4","0","4","FF only"
"1842","Sep 17, 2018 3:24:49 pm","Sep 17, 2018 3:25:09 pm","Partial","","","English","","","1537223089_5ba029b1b0caa6.15576129","","","","62.0","0","google-2018","0","75834611-8dca-4a59-9b75-261d8cd7a69b","","","","","","","","","Fast","Popular","Stable","","","Easy to find","","","","","","","","","Been using for years","","09/17/2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1843","Sep 17, 2018 7:58:44 am","Sep 17, 2018 3:35:17 pm","Complete","","","English","","","1537196324_5b9fc124685f59.87700184","","","","62.0","1","google-2018","0","6111f5a8-b721-4d15-8491-e362a8fc9e4c","","","","","","","","","Fast","","Stable","","","Easy to find","Simple","","Secure","","Efficient","","Good reputation","","Been using for years","","09/17/2018","2","1","2","1","2","0","1","1","1","0","39","","","","43","","","","","","","","51","","","","55","56","","","2","3","4","5","","7","","","","11","12","13","14","","16","17","","","3","2","4","4","4","8","1","FF only"
"1844","Sep 17, 2018 3:32:06 pm","Sep 17, 2018 3:40:32 pm","Complete","","","English","","","1537223526_5ba02b6614c7b5.76107747","","","","62.0","1","google-2018","0","62c23e90-7da0-4fe3-894d-a7af9b4a5eb6","","","Independent","","Customizable","","","Friendly","Fast","","Stable","","","Easy to find","Simple","Full of features","Secure","","Efficient","","Good reputation","On my side","","Distinctive","09/17/2018","3","3","3","3","3","0","0","0","0","0","","40","","","43","","45","46","47","","","","","","","54","","56","57","1","2","","4","5","6","7","","","","","12","13","","15","16","17","","","0","4","0","4","4","1","3","FF secondary"
"1845","Sep 17, 2018 3:37:42 pm","Sep 17, 2018 3:45:33 pm","Partial","","","English","","","1537223862_5ba02cb61d3e32.24581914","","","","60.0.1","1","google-2018","0","7486723c-a25d-4e41-91c4-a779a1e8f8c1","","","Independent","","","","","","","","Stable","","","","Simple","","Secure","","Efficient","Socially responsible","Good reputation","","","","09/17/2018","0","2","2","1","1","0","0","","0","0","39","","","","43","","45","","47","","49","","","","","","","","","","2","","","5","","","","","","","","","","","16","17","","","","","","","","","",""
"1846","Sep 17, 2018 3:46:13 pm","Sep 17, 2018 3:47:35 pm","Partial","","","English","","","1537224373_5ba02eb5261db7.81457660","","","","62.0","0","google-2018","0","90bf6845-a509-4a97-8b98-afdcdb4df8af","","","","","","","","","Fast","","Stable","","","Easy to find","Simple","","Secure","Private","","","Good reputation","","Been using for years","","09/17/2018","1","1","1","1","1","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1847","Sep 17, 2018 4:00:11 pm","Sep 17, 2018 4:04:28 pm","Complete","","","English","","","1537225211_5ba031fb5c40c0.64953428","","","","61.0.1","0","google-2018","0","dd3f6561-e447-bb43-a3fe-821de5e7a209","","","","","","","","","","","Stable","","","","","","","Private","Efficient","Socially responsible","","","","","09/17/2018","0","1","2","0","0","0","0","0","0","0","39","40","","","43","","","","47","","","50","51","","","","","","","1","2","3","","5","","","","","","","12","13","","15","16","17","","","4","4","4","4","4","2","2","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1848","Sep 17, 2018 4:07:41 pm","Sep 17, 2018 4:13:47 pm","Complete","","","English","","","1537225661_5ba033bd5fc7d9.31720639","","","","62.0","1","google-2018","1","bcb3b4e4-0734-464b-a4ff-267377aaf1ff","","","Independent","Recommended","Customizable","","","Friendly","Fast","","Stable","","","Easy to find","Simple","Full of features","Secure","Private","Efficient","Socially responsible","Good reputation","On my side","Been using for years","","09/17/2018","3","2","3","2","3","0","0","0","0","0","","40","","42","43","44","","46","47","","49","","","","53","54","","56","","","2","3","4","5","6","7","","9","","","12","13","","15","16","17","","","0","4","0","4","4","1","1","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1849","Sep 17, 2018 4:19:27 pm","Sep 17, 2018 4:22:48 pm","Complete","","","English","","","1537226367_5ba0367f97ba72.93679376","","","","62.0","0","google-2018","1","96092575-430c-4312-bdf7-b5964fb32833","","","","","Customizable","","Opensource","","Fast","","Stable","","","","Simple","Full of features","Secure","Private","Efficient","","","On my side","","","09/17/2018","1","0","1","1","1","0","0","1","0","0","39","40","","42","43","44","45","46","47","","49","50","51","","","54","55","56","","1","2","","4","5","6","7","","","10","","12","","","15","16","17","","","4","2","4","4","4","0","12","FF secondary"
"1850","Sep 17, 2018 4:24:28 pm","Sep 17, 2018 4:29:04 pm","Complete","","","English","","","1537226667_5ba037abe648b7.18189848","","","","62.0","0","google-2018","0","22350a02-232a-b947-a8e0-76d9f0789369","","","","Recommended","","","","","","","Stable","","","","Simple","","Secure","","","","","","","","09/17/2018","1","1","1","1","","0","1","1","0","0","39","40","","","","44","","","47","","","","","","","","","56","","","2","","4","5","","","","9","","","12","13","","","","","","","3","2","3","3","3","8","1","FF secondary"
"1851","Sep 17, 2018 4:26:42 pm","Sep 17, 2018 4:33:11 pm","Complete","","","English","","","1537226801_5ba03831df6673.16645159","","","","62.0","1","google-2018","1","18c17213-d8a0-4872-b355-dfb03887a358","","","Independent","","","","","Friendly","","","Stable","","","Easy to find","Simple","Full of features","Secure","Private","Efficient","Socially responsible","Good reputation","On my side","Been using for years","Distinctive","09/17/2018","2","2","2","2","2","0","0","0","0","0","","40","","","43","","","","","","49","","51","","53","","55","","","","2","","4","5","","","","","","11","","","14","15","16","","","","4","4","4","4","4","2","2","I use Firefox <strong>more often</strong> than I use the other browser(s) that I sometimes choose."
"1852","Sep 17, 2018 4:29:58 pm","Sep 17, 2018 4:30:44 pm","Partial","","","English","","","1537226997_5ba038f5e5bd43.76463892","","","","62.0","0","google-2018","0","00e92b87-372c-4eaf-908c-f17dddd43748","","","","","","","","Friendly","Fast","","","","","","Simple","","","Private","","","","","","","09/17/2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1853","Sep 17, 2018 4:27:51 pm","Sep 17, 2018 4:35:42 pm","Partial","","","English","","","1537226870_5ba03876ec33a7.47303651","","","","62.0","0","google","0","ca9285e1-0989-4716-858a-3c86d21bccc4","","","","","Customizable","Different","Opensource","Friendly","Fast","Popular","","","","Easy to find","Simple","Full of features","Secure","Private","Efficient","Socially responsible","Good reputation","On my side","Been using for years","Distinctive","09/17/2018","3","1","3","3","3","3","3","1","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1854","Sep 17, 2018 4:46:31 pm","Sep 17, 2018 4:58:50 pm","Partial","","","English","","","1537227991_5ba03cd7181708.99075675","","","","62.0","1","google-2018","0","0c502cb3-03b4-4aea-82db-0de8f9040710","","","","","","","","","","","Stable","","","Easy to find","Simple","","","","","","Good reputation","","","","09/17/2018","3","3","3","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1855","Sep 17, 2018 4:53:08 pm","Sep 17, 2018 5:02:05 pm","Complete","","","English","","","1537228388_5ba03e649a48e8.41686990","","","","62.0","0","google-2018","0","20124b5b-3166-4a7f-8e0b-2c48be904694","","","","","Customizable","","","","Fast","Popular","","","","","","Full of features","","Private","Efficient","","","","","","09/17/2018","3","1","2","2","1","0","0","0","0","0","","40","","","43","","","","","","","","","","","54","","","","","2","3","","","","","8","","","","","13","","","","17","","","0","0","0","3","3","15","1","FF secondary"
"1856","Sep 17, 2018 4:54:00 pm","Sep 17, 2018 4:55:02 pm","Partial","","","English","","","1537228440_5ba03e985c7675.66839939","","","","62.0","1","google-2018","1","397d3158-be35-0b4d-9333-cd0f4670522d","","","","","Customizable","","","","Fast","","Stable","","","","","","Secure","","Efficient","","","","","","09/17/2018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1857","Sep 17, 2018 5:10:35 pm","Sep 17, 2018 5:15:03 pm","Complete","","","English","","","1537229435_5ba0427b7c9669.79111868","","","","62.0","1","google-2018","0","f5f6f73d-481c-4271-88af-e6c9ac8d1d16","","","","","","","","","","","","","","Easy to find","Simple","","Secure","","Efficient","","","","","","09/17/2018","2","1","2","2","0","0","0","0","0","0","","40","","","43","","","","","","","50","","","","","","","","","2","","4","5","","7","","","10","","","13","","","16","17","","","2","2","2","3","4","8","2","FF secondary"
"1858","Sep 17, 2018 5:23:51 pm","Sep 17, 2018 5:30:53 pm","Complete","","","English","","","1537230231_5ba045972a40e1.12304334","","","","62.0","0","google-2018","1","577ceff2-77f0-4d31-a0a2-0a2d5893d09f","","","","","Customizable","","","Friendly","Fast","","Stable","","","","","","","","","","","","","","09/17/2018","1","1","2","2","0","0","0","0","0","0","39","","","","43","","","46","","","","","","","53","","55","","","","2","3","4","5","","","","","","","12","13","","15","16","","","","3","2","4","4","4","7","4","FF secondary"
